"name","ID","Apical_Buds_2h_vs_Apical_Buds_0h_p.val","Axillary_Buds_0h_vs_Apical_Buds_0h_p.val","Axillary_Buds_2h_vs_Axillary_Buds_0h_p.val","Apical_Buds_2h_vs_Apical_Buds_0h_p.adj","Axillary_Buds_0h_vs_Apical_Buds_0h_p.adj","Axillary_Buds_2h_vs_Axillary_Buds_0h_p.adj","Apical_Buds_2h_vs_Apical_Buds_0h_significant","Axillary_Buds_0h_vs_Apical_Buds_0h_significant","Axillary_Buds_2h_vs_Axillary_Buds_0h_significant","significant","Apical_Buds_2h_vs_Apical_Buds_0h_ratio","Axillary_Buds_0h_vs_Apical_Buds_0h_ratio","Axillary_Buds_2h_vs_Axillary_Buds_0h_ratio","Apical_Buds_0h_centered","Apical_Buds_2h_centered","Axillary_Buds_0h_centered","Axillary_Buds_2h_centered"
"A0A9D4WB08_PEA","A0A9D4WB08",0.408052471448534,0.00646855907460901,0.12315390097571,0.926,0.03,0.303,FALSE,TRUE,FALSE,TRUE,-0.327,-1.36,0.576,0.672,0.345,-0.684,-0.108
"A0A9D4WB19_PEA","A0A9D4WB19",0.893716090939352,0.340225415603117,0.00212437492530765,0.996,0.548,0.0167,FALSE,FALSE,TRUE,TRUE,-0.128,-0.939,3.65,-0.447,-0.575,-1.39,2.26
"A0A9D4WB21_PEA","A0A9D4WB21",0.242831329240782,0.388231263801232,0.00474889223915637,0.847,0.593,0.0295,FALSE,FALSE,TRUE,TRUE,0.389,0.282,-1.06,0.0287,0.418,0.311,-0.748
"A0A9D4WB51_PEA","A0A9D4WB51",0.204512228475701,1.68605520934728e-06,4.87360596600681e-05,0.824,0.000121,0.00152,FALSE,TRUE,TRUE,TRUE,-0.394,-3.41,1.97,1.43,1.04,-1.98,-0.0139
"A0A9D4WBA9_PEA","A0A9D4WBA9",0.939541451297004,0.000728585384199901,0.0263309821199391,0.996,0.00555,0.102,FALSE,TRUE,FALSE,TRUE,-0.0159,-1.06,0.492,0.449,0.433,-0.612,-0.12
"A0A9D4WBE7_PEA","A0A9D4WBE7",7.4494732005351e-05,0.0121931589086034,0.22657496392186,0.0394,0.0492,0.454,TRUE,TRUE,FALSE,TRUE,4.47,1.97,-0.722,-2.1,2.37,-0.127,-0.848
"A0A9D4WBF2_PEA","A0A9D4WBF2",0.711593270612269,0.0656848190284852,1.83934688251602e-05,0.996,0.176,0.00083,FALSE,FALSE,TRUE,TRUE,0.0674,-0.373,1.38,-0.191,-0.123,-0.564,0.814
"A0A9D4WBI7_PEA","A0A9D4WBI7",0.0704790319051513,0.0729516284114058,0.00238486476825879,0.655,0.192,0.0181,FALSE,FALSE,TRUE,TRUE,0.425,0.42,-0.789,-0.13,0.295,0.29,-0.498
"A0A9D4WBK9_PEA","A0A9D4WBK9",0.22047447738501,0.000126347884712497,0.0668903761091894,0.838,0.0016,0.201,FALSE,TRUE,FALSE,TRUE,-0.296,-1.5,-0.421,1.02,0.719,-0.487,-0.909
"A0A9D4WBS9_PEA","A0A9D4WBS9",0.342935851336205,7.67914426413076e-05,0.000277566802517945,0.904,0.00114,0.00429,FALSE,TRUE,TRUE,TRUE,0.162,1.16,-0.865,-0.441,-0.279,0.719,-0.146
"A0A9D4WBT0_PEA","A0A9D4WBT0",0.345485833110322,0.134566996827951,0.00378270990309154,0.904,0.296,0.0252,FALSE,FALSE,TRUE,TRUE,-0.226,-0.374,0.803,0.0465,-0.179,-0.327,0.476
"A0A9D4WBT9_PEA","A0A9D4WBT9",0.555781286032139,0.0100015237311506,0.0425887301767252,0.978,0.0421,0.145,FALSE,TRUE,FALSE,TRUE,-0.43,-2.33,1.5,0.977,0.547,-1.35,0.15
"A0A9D4WBY2_PEA","A0A9D4WBY2",0.910704524689838,0.00876088395962413,0.292778512508004,0.996,0.0381,0.53,FALSE,TRUE,FALSE,TRUE,0.0324,0.954,0.281,-0.606,-0.574,0.348,0.63
"A0A9D4WC14_PEA","A0A9D4WC14",0.920228699687801,0.608865347121759,0.000206872159103256,0.996,0.782,0.00355,FALSE,FALSE,TRUE,TRUE,0.0275,0.142,1.49,-0.492,-0.465,-0.351,1.14
"A0A9D4WC25_PEA","A0A9D4WC25",0.98040833163896,8.32949863634959e-05,0.000973973877559726,0.997,0.00121,0.00966,FALSE,TRUE,TRUE,TRUE,-0.00556,-1.57,0.979,0.589,0.584,-0.978,0.00106
"A0A9D4WC29_PEA","A0A9D4WC29",0.830073003515146,0.00036236282333723,0.126806121470628,0.996,0.00333,0.309,FALSE,TRUE,FALSE,TRUE,-0.0896,-2.34,0.614,1.13,1.04,-1.21,-0.593
"A0A9D4WC46_PEA","A0A9D4WC46",0.805550148272557,1.28381472594858e-05,4.84981052861939e-06,0.996,0.00039,0.000378,FALSE,TRUE,TRUE,TRUE,-0.0634,2.29,-2.32,-0.597,-0.66,1.69,-0.632
"A0A9D4WC79_PEA","A0A9D4WC22",0.929873128102354,0.00247439820850686,0.0113660072770062,0.996,0.0142,0.0548,FALSE,TRUE,FALSE,TRUE,-0.028,-1.32,-0.895,0.973,0.945,-0.35,-1.24
"A0A9D4WCB1_PEA","A0A9D4WCB1",0.315951413940547,0.000381421008639383,0.00277204523194872,0.893,0.00345,0.0201,FALSE,TRUE,TRUE,TRUE,0.647,-3.48,2.28,1.1,1.75,-2.38,-0.102
"A0A9D4WCB5_PEA","A0A9D4WCB5",0.0307870661594852,0.00586380672371779,0.551946576913275,0.535,0.0279,0.751,FALSE,TRUE,FALSE,TRUE,2,2.83,0.426,-2.2,-0.206,0.624,1.05
"A0A9D4WCC3_PEA","A0A9D4WCC2",0.285755240388833,0.000233302291484653,9.93096035118771e-05,0.873,0.00242,0.00237,FALSE,TRUE,TRUE,TRUE,0.369,1.99,-2.01,-0.639,-0.27,1.35,-0.658
"A0A9D4WCD6_PEA","A0A9D4WCD6",0.216467145718482,0.00551008315028275,0.000342060256042725,0.834,0.0265,0.00495,FALSE,TRUE,TRUE,TRUE,-0.238,-0.663,0.93,0.173,-0.0653,-0.49,0.44
"A0A9D4WCI1_PEA","A0A9D4WCI1",0.738523714265265,0.0655353243673904,0.000591414493261192,0.996,0.176,0.00691,FALSE,FALSE,TRUE,TRUE,0.128,-0.786,1.78,-0.0921,0.0358,-0.878,0.904
"A0A9D4WCI4_PEA","A0A9D4WCI4",0.759516178591623,0.00340240852036909,0.110928416899123,0.996,0.0181,0.282,FALSE,TRUE,FALSE,TRUE,0.0684,-0.877,0.345,0.365,0.434,-0.511,-0.166
"A0A9D4WCI7_PEA","A0A9D4W9S6",0.368601044909023,0.00584765030100585,0.0223652527114318,0.909,0.0278,0.0911,FALSE,TRUE,FALSE,TRUE,0.251,0.97,-0.66,-0.417,-0.167,0.553,-0.108
"A0A9D4WCN6_PEA","A0A9D4WCN6",0.842184638234874,0.828803496028393,0.00936840508875447,0.996,0.916,0.0477,FALSE,FALSE,TRUE,TRUE,-0.2,0.217,-2.93,0.735,0.535,0.952,-1.98
"A0A9D4WCP3_PEA","A0A9D4WCP3",0.0472083740642538,0.000613641277139825,0.532809134128164,0.583,0.0049,0.739,FALSE,TRUE,FALSE,TRUE,-0.479,-1.1,-0.12,0.764,0.284,-0.337,-0.457
"A0A9D4WCQ7_PEA","A0A9D4WCQ7",0.616711532239333,0.000903523865272456,0.854037990359691,0.993,0.00651,0.931,FALSE,TRUE,FALSE,TRUE,0.095,0.921,-0.031,-0.52,-0.425,0.401,0.37
"A0A9D4WCU4_PEA","A0A9D4WCU4",0.859423135296591,0.00989859238026532,0.123934770358254,0.996,0.0419,0.304,FALSE,TRUE,FALSE,TRUE,-0.0411,0.748,-0.344,-0.303,-0.344,0.445,0.101
"A0A9D4WCU9_PEA","A0A9D4WCU9",0.169644109031026,0.0121755515436837,0.152936576328864,0.79,0.0492,0.35,FALSE,TRUE,FALSE,TRUE,0.571,1.21,-0.535,-0.672,-0.1,0.541,0.00671
"A0A9D4WCW2_PEA","A0A9D4WCW2",0.632044746474921,0.590593720693754,0.00081660747310971,0.995,0.768,0.00854,FALSE,FALSE,TRUE,TRUE,-0.0974,0.11,-0.897,0.211,0.114,0.321,-0.576
"A0A9D4WD00_PEA","A0A9D4WD00",0.427404686019781,0.00258212705994416,0.000619111194543223,0.931,0.0147,0.00712,FALSE,TRUE,TRUE,TRUE,0.188,-0.96,1.08,0.178,0.366,-0.782,0.296
"A0A9D4WD46_PEA","A0A9D5B8T1",0.800797337345775,0.00575351372518257,0.00511673161349359,0.996,0.0275,0.0313,FALSE,TRUE,TRUE,TRUE,-0.265,3.75,-3.43,-1.04,-1.3,2.71,-0.715
"A0A9D4WD63_PEA","A0A9D4WD63",0.975699202949523,0.000756132258388362,0.000514906378084403,0.996,0.00571,0.00626,FALSE,TRUE,TRUE,TRUE,-0.00675,1.11,-1.06,-0.318,-0.324,0.796,-0.26
"A0A9D4WDE8_PEA","A0A9D4WDE8",0.788291151346364,0.00785917726974323,0.000361334017286677,0.996,0.035,0.00509,FALSE,TRUE,TRUE,TRUE,-0.0936,-1.18,1.75,0.19,0.0966,-0.985,0.762
"A0A9D4WDF0_PEA","A0A9D4VUU3",0.0634517334798703,0.000723837383148561,0.000196614268975321,0.636,0.00554,0.00342,FALSE,TRUE,TRUE,TRUE,-0.764,-1.86,2.02,0.673,-0.0912,-1.19,0.83
"A0A9D4WDI7_PEA","A0A9D4WDI7",0.148774560731131,0.000571450871237774,0.164311810059474,0.776,0.00465,0.367,FALSE,TRUE,FALSE,TRUE,0.266,0.902,-0.228,-0.502,-0.237,0.4,0.172
"A0A9D4WDI8_PEA.1","A0A9D4WDI8",0.424770003264668,0.282567588751389,0.00645294253235055,0.929,0.483,0.0367,FALSE,FALSE,TRUE,TRUE,0.765,1.05,-2.95,0.0236,0.789,1.07,-1.88
"A0A9D4WDK8_PEA","A0A9D4WDK8",0.50391812491561,0.0207474399603913,0.0010943040575488,0.961,0.0738,0.0105,FALSE,FALSE,TRUE,TRUE,0.527,-2.15,3.3,0.129,0.656,-2.02,1.28
"A0A9D4WDL6_PEA","A0A9D4WDL6",0.804026862327126,0.00761229141439835,0.00950138014322459,0.996,0.0342,0.0482,FALSE,TRUE,TRUE,TRUE,-0.0787,-1.08,-0.922,0.86,0.781,-0.216,-1.14
"A0A9D4WDM9_PEA","A0A9D4WDM9",0.190427956691119,4.87639729235657e-05,0.104499569926514,0.806,0.000866,0.272,FALSE,TRUE,FALSE,TRUE,-0.351,1.89,-0.401,-0.824,-1.17,1.06,0.662
"A0A9D4WDN4_PEA","A0A9D4WDN4",0.475461460855043,0.00216948595704778,0.000374422510140896,0.954,0.0127,0.00521,FALSE,TRUE,TRUE,TRUE,0.235,-1.37,1.62,0.245,0.479,-1.13,0.487
"A0A9D4WDZ6_PEA","A0A9D4WDZ6",0.614057792535914,0.023399086586179,0.00709944647391573,0.993,0.0811,0.0391,FALSE,FALSE,TRUE,TRUE,0.136,-0.722,0.826,0.131,0.267,-0.59,0.236
"A0A9D4WE43_PEA","A0A9D4WE43",0.300592705763095,0.0171582133962212,0.00515582602878737,0.883,0.064,0.0314,FALSE,FALSE,TRUE,TRUE,-0.276,0.742,-0.841,-0.1,-0.376,0.642,-0.199
"A0A9D4WE72_PEA","A0A9D4WE72",0.663403690378773,0.000627444998353419,0.00327707051000988,0.996,0.00498,0.0228,FALSE,TRUE,TRUE,TRUE,-0.184,-2.17,1.49,0.829,0.645,-1.34,0.145
"A0A9D4WE73_PEA","A0A9D4WE73",0.423390512157419,3.02231758794978e-05,0.811405792450032,0.929,0.000634,0.91,FALSE,TRUE,FALSE,TRUE,0.21,2.04,0.0549,-1.18,-0.975,0.855,0.91
"A0A9D4WE80_PEA","A0A9D4WE80",0.0105356732836811,0.0108461242433014,0.750511427927856,0.396,0.0447,0.873,FALSE,TRUE,FALSE,TRUE,2.7,2.69,-0.242,-2.14,0.566,0.55,0.309
"A0A9D4WE88_PEA","A0A9D4WBT8",0.221920170053187,0.0501591924645503,0.00263306993793538,0.839,0.145,0.0194,FALSE,FALSE,TRUE,TRUE,0.531,-0.92,1.52,-0.0581,0.473,-0.978,0.544
"A0A9D4WED7_PEA","A0A9D4WED7",0.189221755563798,0.167211138436369,0.00349840939307594,0.805,0.343,0.0238,FALSE,FALSE,TRUE,TRUE,0.329,0.348,0.83,-0.506,-0.177,-0.158,0.672
"A0A9D4WEE0_PEA","A0A9D4WEE0",0.581859913983096,0.00998558309890291,0.0108205486039452,0.989,0.0421,0.0528,FALSE,TRUE,FALSE,TRUE,0.128,0.741,-0.653,-0.261,-0.133,0.48,-0.172
"A0A9D4WEH1_PEA","A0A9D4WEH1",0.00368192176293726,0.00116349084759659,0.132563246716964,0.287,0.00783,0.319,FALSE,TRUE,FALSE,TRUE,2.54,3.08,-0.949,-2.11,0.429,0.965,0.016
"A0A9D4WES1_PEA","A0A9D4WES1",0.78805740066437,0.000112110209896134,0.0107832377177975,0.996,0.00149,0.0527,FALSE,TRUE,FALSE,TRUE,-0.188,-4.62,1.98,2.03,1.85,-2.59,-0.612
"A0A9D4WEX0_PEA","A0A9D4WEX0",0.865916933595885,0.00427051554509009,0.0194813954550316,0.996,0.0217,0.0825,FALSE,TRUE,FALSE,TRUE,0.0341,0.762,-0.506,-0.287,-0.253,0.475,-0.0306
"A0A9D4WF23_PEA","A0A9D4WF23",0.000123777771735909,0.000180710908826421,0.000263676781885152,0.0482,0.00206,0.00417,TRUE,TRUE,TRUE,TRUE,-4.26,-4.04,3.42,2.43,-1.83,-1.61,1.82
"A0A9D4WFB7_PEA","A0A9D4WFB7",0.221533061126594,0.10889258964498,0.000118902246999567,0.839,0.255,0.00262,FALSE,FALSE,TRUE,TRUE,0.296,-0.402,1.36,-0.232,0.0639,-0.633,0.724
"A0A9D4WFD5_PEA","A0A9D4WFD5",0.362688537106338,0.00191851905150208,0.283419843067811,0.907,0.0116,0.52,FALSE,TRUE,FALSE,TRUE,-0.527,-2.44,-0.561,1.63,1.1,-0.813,-1.37
"A0A9D4WFJ1_PEA","A0A9D4WFJ1",0.480422684298003,0.00808270712338476,0.857277425719296,0.955,0.0357,0.933,FALSE,TRUE,FALSE,TRUE,-0.132,-0.617,-0.0296,0.381,0.249,-0.236,-0.266
"A0A9D4WFL9_PEA","A0A9D4WFL9",0.910245654810181,0.0006627169481421,0.000364677080370741,0.996,0.0052,0.00512,FALSE,TRUE,TRUE,TRUE,0.0293,1.33,-1.3,-0.379,-0.35,0.952,-0.35
"A0A9D4WFN0_PEA","A0A9D4WFN0",0.727309430673097,0.0519798428225767,1.26767758360663e-05,0.996,0.149,0.000656,FALSE,FALSE,TRUE,TRUE,-0.074,0.465,-1.69,0.226,0.152,0.692,-0.995
"A0A9D4WFN9_PEA","A0A9D4WD98",0.215556685227488,0.0474738315587956,0.00169992586639619,0.834,0.139,0.0142,FALSE,FALSE,TRUE,TRUE,0.883,-1.53,2.68,-0.138,0.745,-1.67,1.02
"A0A9D4WFT0_PEA","A0A9D4WFT0",0.515996450096554,0.0018283382375153,0.0248885132179011,0.965,0.0112,0.0986,FALSE,TRUE,FALSE,TRUE,0.142,0.943,-0.512,-0.414,-0.271,0.53,0.0175
"A0A9D4WFU1_PEA","A0A9D4WFU1",0.764764580022465,0.00501240685653627,0.931434510936144,0.996,0.0245,0.969,FALSE,TRUE,FALSE,TRUE,0.0712,0.872,-0.0183,-0.49,-0.419,0.382,0.364
"A0A9D4WFY4_PEA","A0A9D4WFY4",0.615153407500662,0.00786231429825949,0.000460671646988591,0.993,0.035,0.00593,FALSE,TRUE,TRUE,TRUE,-0.104,-0.692,0.993,0.135,0.0313,-0.557,0.436
"A0A9D4WFZ1_PEA","A0A9D4WFZ1",0.157179966662046,2.65496584794612e-06,4.90678188800342e-07,0.782,0.000156,0.000115,FALSE,TRUE,TRUE,TRUE,-0.487,-3.52,3.9,0.99,0.503,-2.53,1.37
"A0A9D4WFZ4_PEA","A0A9D4WFZ4",0.812231667323588,0.00478041347319166,0.0543505802089395,0.996,0.0236,0.173,FALSE,TRUE,FALSE,TRUE,-0.09,-1.4,0.735,0.589,0.499,-0.813,-0.0778
"A0A9D4WG15_PEA","A0A9D4WG15",0.0131489223650266,0.0162789415174974,0.00253246035088207,0.429,0.0615,0.0189,FALSE,FALSE,TRUE,TRUE,-0.981,-0.938,1.19,0.454,-0.527,-0.484,0.707
"A0A9D4WG49_PEA","A0A9D4WG49",0.162603943323309,0.00646791678106301,0.00165652595824864,0.783,0.03,0.0139,FALSE,TRUE,TRUE,TRUE,0.336,0.791,-0.896,-0.279,0.057,0.512,-0.384
"A0A9D4WG64_PEA","A0A9D4WG64",0.649034451462994,0.000563399701251058,0.00348222781576962,0.996,0.00461,0.0237,FALSE,TRUE,TRUE,TRUE,0.105,1.21,-0.806,-0.468,-0.363,0.741,-0.0657
"A0A9D4WGC9_PEA","A0A9D4WGC9",0.518328174527612,0.000579219138310502,0.11008539412454,0.965,0.0047,0.281,FALSE,TRUE,FALSE,TRUE,0.147,1.17,-0.349,-0.586,-0.439,0.589,0.24
"A0A9D4WGE1_PEA","A0A9D4WGE1",0.101500980484726,2.05507244311467e-06,0.737592195311319,0.711,0.000133,0.868,FALSE,TRUE,FALSE,TRUE,-0.361,-2.28,-0.0607,1.36,0.996,-0.92,-0.981
"A0A9D4WGG7_PEA","A0A9D4WGG7",0.0567078333345546,0.000177134202100474,0.147736555579359,0.61,0.00204,0.342,FALSE,TRUE,FALSE,TRUE,0.637,1.85,-0.411,-1.07,-0.432,0.778,0.367
"A0A9D4WGH5_PEA.1","A0A9D4WGH5",0.976759342044758,0.0839515959895757,0.00256300950924506,0.996,0.212,0.019,FALSE,FALSE,TRUE,TRUE,-0.0165,-1.08,2.09,0.0224,0.00597,-1.05,1.03
"A0A9D4WGM7_PEA","A0A9D4WGM7",0.628758253568857,0.890292237306128,0.000389453577596966,0.994,0.944,0.00539,FALSE,FALSE,TRUE,TRUE,0.103,-0.0292,1.05,-0.299,-0.196,-0.328,0.722
"A0A9D4WGN1_PEA","A0A9D4WGN1",0.312472373408955,0.00216853907454948,0.0209493751569199,0.893,0.0127,0.0871,FALSE,TRUE,FALSE,TRUE,0.224,0.912,-0.53,-0.414,-0.19,0.498,-0.0319
"A0A9D4WGN5_PEA","A0A9D4WGN5",0.617381321354685,0.0105940917157579,0.0403495816367782,0.993,0.0439,0.14,FALSE,TRUE,FALSE,TRUE,-0.133,0.84,-0.555,-0.271,-0.403,0.569,0.0141
"A0A9D4WGS9_PEA","A0A9D4WGS9",8.03969014707256e-05,1.44677324016803e-05,8.61205346922565e-05,0.0394,0.000415,0.00219,TRUE,TRUE,TRUE,TRUE,-1.31,1.65,-1.16,-0.227,-1.54,1.43,0.264
"A0A9D4WGT4_PEA","A0A9D4WGT4",0.1808904030097,0.00132553115879289,9.7082888119056e-05,0.798,0.00868,0.00235,FALSE,TRUE,TRUE,TRUE,-0.237,0.77,-1.01,-0.0788,-0.316,0.691,-0.322
"A0A9D4WGV9_PEA","A0A9D4WGV9",0.0392556438849856,1.1333102560077e-05,6.46368641111298e-06,0.565,0.000377,0.000456,FALSE,TRUE,TRUE,TRUE,0.407,1.55,-1.49,-0.55,-0.143,1,-0.492
"A0A9D4WGW0_PEA","A0A9D4WFQ0",0.337063244078222,1.4884597485373e-05,7.76629542861968e-06,0.901,0.000417,0.000504,FALSE,TRUE,TRUE,TRUE,0.167,1.48,-1.44,-0.458,-0.291,1.02,-0.42
"A0A9D4WGX6_PEA","A0A9D4WGX6",0.901234792998084,2.34551984639062e-05,0.00331864356858377,0.996,0.000564,0.0229,FALSE,TRUE,TRUE,TRUE,-0.025,-1.65,0.711,0.714,0.689,-0.938,-0.227
"A0A9D4WGY1_PEA","A0A9D4WGY1",0.142905254683642,0.0120281689092787,0.129176838365934,0.769,0.0487,0.313,FALSE,TRUE,FALSE,TRUE,1.21,2.4,-1.13,-1.33,-0.119,1.07,-0.0618
"A0A9D4WGZ4_PEA","A0A9D4WGZ4",0.0398974739320154,0.000403298641780968,0.0144961525243058,0.57,0.00358,0.0656,FALSE,TRUE,FALSE,TRUE,-0.674,-1.58,0.763,0.836,0.162,-0.741,0.0221
"A0A9D4WGZ5_PEA","A0A9D4WGZ5",0.570306065127008,0.414625875055683,0.000178607131861525,0.985,0.619,0.00327,FALSE,FALSE,TRUE,TRUE,-0.178,0.259,-1.73,0.378,0.2,0.637,-1.09
"A0A9D4WGZ9_PEA","A0A9D4WGZ9",0.451806341094886,0.000502889804311547,0.0519741450573462,0.938,0.00422,0.167,FALSE,TRUE,FALSE,TRUE,-0.307,-2.14,0.789,1.04,0.731,-1.11,-0.317
"A0A9D4WH15_PEA","A0A9D4WH15",0.542062265689934,0.0108458315231815,0.532910209448799,0.972,0.0447,0.739,FALSE,TRUE,FALSE,TRUE,0.155,0.795,-0.142,-0.437,-0.283,0.358,0.216
"A0A9D4WH17_PEA","A0A9D4WH17",0.246413424133895,0.143415533787254,0.00112104296830675,0.848,0.309,0.0107,FALSE,FALSE,TRUE,TRUE,-0.231,0.3,-0.808,0.12,-0.111,0.42,-0.389
"A0A9D4WH37_PEA","A0A9D4WH37",0.607327119278898,0.0116584711031314,0.971004401164399,0.993,0.0476,0.987,FALSE,TRUE,FALSE,TRUE,-0.352,-2.13,0.0221,1.25,0.897,-0.876,-0.854
"A0A9D4WH69_PEA","A0A9D4WH69",0.807765709424011,2.45741945516961e-05,2.84121585918548e-06,0.996,0.000575,0.000274,FALSE,TRUE,TRUE,TRUE,0.045,1.51,-1.79,-0.348,-0.302,1.16,-0.627
"A0A9D4WH73_PEA","A0A9D4WH73",0.938298233128048,0.0323804697780118,0.00456652741974582,0.996,0.104,0.0288,FALSE,FALSE,TRUE,TRUE,-0.0339,-1.09,1.46,0.205,0.171,-0.885,0.577
"A0A9D4WH88_PEA","A0A9D4WH88",0.99506039978827,0.0109443005342468,0.0371215017682903,0.999,0.0449,0.131,FALSE,TRUE,FALSE,TRUE,0.0013,-0.664,0.451,0.239,0.24,-0.425,0.0262
"A0A9D4WHI6_PEA","A0A9D4WHI6",0.541435266721144,0.00184944868125567,0.64563342204602,0.972,0.0113,0.811,FALSE,TRUE,FALSE,TRUE,0.174,1.23,-0.117,-0.687,-0.513,0.544,0.427
"A0A9D4WHI9_PEA","A0A9D4VJ20",0.225245430611316,0.00227223342864307,0.00337328266105295,0.842,0.0132,0.0231,FALSE,TRUE,TRUE,TRUE,0.225,0.747,-0.625,-0.299,-0.0732,0.448,-0.176
"A0A9D4WHJ7_PEA","A0A9D4WHJ7",0.552861817248199,0.0397823671861031,0.00360457550819994,0.977,0.121,0.0243,FALSE,FALSE,TRUE,TRUE,0.17,-0.669,0.986,0.0497,0.22,-0.619,0.367
"A0A9D4WHK6_PEA","A0A9D4WHK6",0.31520757852927,0.0111006609505979,0.00119562777263585,0.893,0.0455,0.0111,FALSE,TRUE,TRUE,TRUE,0.239,0.728,-0.965,-0.199,0.04,0.529,-0.436
"A0A9D4WHN7_PEA","A0A9D4WHN7",0.486379379913669,0.00448326736427168,0.00110687165406854,0.959,0.0225,0.0106,FALSE,TRUE,TRUE,TRUE,-0.161,-0.853,0.964,0.246,0.0854,-0.607,0.357
"A0A9D4WHQ7_PEA","A0A9D4WHQ7",0.303294703572523,4.22395629645964e-07,3.64519529726063e-07,0.886,6.79e-05,9.7e-05,FALSE,TRUE,TRUE,TRUE,0.252,-3.26,2.97,0.899,1.15,-2.36,0.61
"A0A9D4WI35_PEA","A0A9D4WFM2",0.20557507875645,0.0614070646992994,0.00173114201628773,0.825,0.168,0.0144,FALSE,FALSE,TRUE,TRUE,1.16,-1.83,3.43,-0.256,0.904,-2.08,1.35
"A0A9D4WI64_PEA","A0A9D4WI64",0.238101230275313,1.91438754277811e-05,0.863745558036492,0.846,0.000489,0.936,FALSE,TRUE,FALSE,TRUE,-0.241,-1.65,-0.03,0.972,0.731,-0.674,-0.704
"A0A9D4WI80_PEA","A0A9D4WI80",0.401157962151818,0.00016416695677347,0.000248213005293512,0.922,0.00195,0.004,FALSE,TRUE,TRUE,TRUE,-0.263,-1.93,1.63,0.68,0.417,-1.25,0.377
"A0A9D4WIA7_PEA","A0A9D4WML8",0.0796571994171271,4.43191480384379e-05,0.00226871134203591,0.673,0.000822,0.0174,FALSE,TRUE,TRUE,TRUE,-0.621,-2.42,1.21,1.16,0.537,-1.26,-0.0506
"A0A9D4WID6_PEA","A0A9D4WID6",0.00654931470580238,0.00667126768247868,0.145809403438876,0.335,0.0307,0.339,FALSE,TRUE,FALSE,TRUE,0.945,0.942,-0.377,-0.669,0.276,0.273,-0.103
"A0A9D4WIE0_PEA","A0A9D4WIE0",0.387938101142242,0.0118624603455131,0.000912272942595737,0.917,0.0482,0.00924,FALSE,TRUE,TRUE,TRUE,0.18,-0.634,0.889,0.0544,0.234,-0.58,0.309
"A0A9D4WIE7_PEA.1","Q8L6F0",0.216354873418477,0.296469162910952,0.00648742648864922,0.834,0.499,0.0369,FALSE,FALSE,TRUE,TRUE,-0.861,-0.717,-2.08,1.19,0.331,0.476,-1.6
"A0A9D4WIH8_PEA","A0A9D4VT33",0.455124786793047,1.42964935685632e-05,6.70518484536978e-06,0.942,0.000412,0.000456,FALSE,TRUE,TRUE,TRUE,0.187,2.16,-2.13,-0.647,-0.46,1.51,-0.62
"A0A9D4WII4_PEA","A0A9D4WFZ0",0.860561392293875,0.000173785644900169,0.000114557185698119,0.996,0.00202,0.00257,FALSE,TRUE,TRUE,TRUE,0.0307,1.09,-1.03,-0.321,-0.29,0.768,-0.265
"A0A9D4WIJ2_PEA","A0A9D4WIJ2",0.403811312323822,4.90170902057037e-05,0.000160270410342641,0.923,0.000866,0.00311,FALSE,TRUE,TRUE,TRUE,0.191,1.67,-1.26,-0.616,-0.425,1.05,-0.214
"A0A9D4WIJ7_PEA","A0A9D4WIJ7",0.887921515198311,3.79303413760521e-05,4.56889011396151e-05,0.996,0.000741,0.00146,FALSE,TRUE,TRUE,TRUE,0.0417,-2.28,1.99,0.689,0.731,-1.59,0.398
"A0A9D4WIJ8_PEA","A0A9D4WIJ8",0.151629382964221,0.000295677994040488,0.0598466438966352,0.778,0.00287,0.185,FALSE,TRUE,FALSE,TRUE,0.412,1.56,-0.509,-0.822,-0.41,0.734,0.225
"A0A9D4WIK2_PEA","A0A9D4WIK2",0.623354207223396,0.000875233825113127,0.0132622067593679,0.993,0.00637,0.0618,FALSE,TRUE,FALSE,TRUE,-0.105,-1.04,0.578,0.44,0.335,-0.603,-0.025
"A0A9D4WIK9_PEA","A0A9D4WIK9",0.110268765438014,0.02590803926013,0.00702738243556331,0.73,0.0874,0.0388,FALSE,FALSE,TRUE,TRUE,-0.509,-0.771,0.905,0.312,-0.197,-0.458,0.447
"A0A9D4WIM2_PEA","A0A9D4WIM2",0.119439218359403,3.97974954903931e-05,0.000275249606404478,0.738,0.000762,0.00428,FALSE,TRUE,TRUE,TRUE,0.572,2.6,-1.77,-1.09,-0.517,1.51,-0.265
"A0A9D4WIP3_PEA","A0A9D4WIP3",0.509662074450857,0.00959320125227304,0.124355367257575,0.965,0.0409,0.305,FALSE,TRUE,FALSE,TRUE,-0.148,0.721,-0.329,-0.263,-0.411,0.458,0.129
"A0A9D4WIP7_PEA","A0A9D4WIP7",0.702298040423793,0.00293609837065927,0.000174383711570449,0.996,0.016,0.00323,FALSE,TRUE,TRUE,TRUE,0.269,-2.83,3.91,0.402,0.671,-2.42,1.48
"A0A9D4WIQ7_PEA","A0A9D4WIQ7",0.762315353099911,0.00597260433161026,0.000664168491379492,0.996,0.0282,0.00747,FALSE,TRUE,TRUE,TRUE,0.0827,-0.97,-1.25,0.848,0.931,-0.123,-1.37
